experiment protein  msmsID intensity sample group
2 SimulatedProtein203 SimulatedProtein203.Peptide1  7.36230587372 TRT3.2 TRT3
2 SimulatedProtein203 SimulatedProtein203.Peptide1  8.37815226856 TRT3.3 TRT3
2 SimulatedProtein203 SimulatedProtein203.Peptide2  13.1070019941 CTL.3 CTL
2 SimulatedProtein203 SimulatedProtein203.Peptide2  12.812034181 TRT1.3 TRT1
2 SimulatedProtein203 SimulatedProtein203.Peptide2  13.1645336934 TRT2.3 TRT2
2 SimulatedProtein203 SimulatedProtein203.Peptide2  12.7369145387 TRT3.1 TRT3
2 SimulatedProtein203 SimulatedProtein203.Peptide2  12.782056482 TRT3.2 TRT3
2 SimulatedProtein203 SimulatedProtein203.Peptide2  12.8304156835 TRT3.3 TRT3
2 SimulatedProtein203 SimulatedProtein203.Peptide3  11.9816951239 CTL.3 CTL
2 SimulatedProtein203 SimulatedProtein203.Peptide3  12.0767477972 TRT1.3 TRT1
2 SimulatedProtein203 SimulatedProtein203.Peptide3  12.3004975634 TRT2.3 TRT2
2 SimulatedProtein203 SimulatedProtein203.Peptide3  12.6894694504 TRT3.1 TRT3
2 SimulatedProtein203 SimulatedProtein203.Peptide3  12.8434042981 TRT3.2 TRT3
2 SimulatedProtein203 SimulatedProtein203.Peptide3  12.0447984608 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide1  16.7744006618 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide1  16.483392691 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide1  15.6563839465 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide1  17.6936439392 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide1  17.1882671654 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide1  17.3166376981 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide2  9.26124594865 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide2  8.95868726528 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide2  7.89077624466 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide2  10.12364358977 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide2  9.68248593695 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide2  10.03603684186 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide3  14.4003032515 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide3  14.1397964783 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide3  13.0743195913 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide3  15.0641707499 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide3  14.6015898539 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide3  14.4417364077 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide4  10.8032052983 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide4  11.380154348 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide4  10.5644800384 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide4  12.1263603178 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide4  11.5550372807 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide4  11.7175168774 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide5  11.7677659598 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide5  11.6465299568 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide5  10.7189112827 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide5  12.3514689579 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide5  12.1252413596 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide5  12.6184228066 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide6  8.05701855867 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide6  7.70714824428 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide6  6.74274185949 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide6  8.72287665182 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide6  8.87817785901 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide6  8.49659736165 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide7  9.92737978052 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide7  10.2788407474 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide7  9.05651434811 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide7  11.2454404969 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide7  10.2948710724 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide7  11.1484354597 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide8  10.2980609178 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide8  10.2977324068 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide8  9.35430298039 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide8  10.8195891902 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide8  10.6825972576 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide8  10.982623713 TRT3.3 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide9  6.26885163272 CTL.3 CTL
2 SimulatedProtein204 SimulatedProtein204.Peptide9  5.0124474989 TRT1.3 TRT1
2 SimulatedProtein204 SimulatedProtein204.Peptide9  4.62725533206 TRT2.3 TRT2
2 SimulatedProtein204 SimulatedProtein204.Peptide9  6.38053003833 TRT3.1 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide9  6.43976762022 TRT3.2 TRT3
2 SimulatedProtein204 SimulatedProtein204.Peptide9  6.77452766844 TRT3.3 TRT3
2 SimulatedProtein205 SimulatedProtein205.Peptide1  12.6010694663 CTL.3 CTL
2 SimulatedProtein205 SimulatedProtein205.Peptide1  13.0034373957 TRT1.3 TRT1
2 SimulatedProtein205 SimulatedProtein205.Peptide1  14.4966990778 TRT2.3 TRT2
2 SimulatedProtein205 SimulatedProtein205.Peptide1  13.9500402646 TRT3.1 TRT3
2 SimulatedProtein205 SimulatedProtein205.Peptide1  13.8119974005 TRT3.2 TRT3
2 SimulatedProtein205 SimulatedProtein205.Peptide1  13.7747817923 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide1  7.02531010602 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide1  7.39405552608 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide1  7.62802346452 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide1  7.72593200653 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide1  7.14647264 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide1  7.15912413853 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide2  3.51360657271 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide2  3.56994604515 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide2  3.16862450705 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide2  3.16594976537 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide2  2.94645933593 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide2  3.78153361077 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide3  9.30183873976 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide3  9.42839447749 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide3  9.54702872654 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide3  9.59449514002 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide3  9.36782744384 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide3  9.68506402041 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide4  12.4167800437 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide4  12.6768487536 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide4  12.8344582168 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide4  13.0472550698 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide4  13.4280057759 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide4  13.0019412033 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide5  12.1530070618 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide5  12.3240039821 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide5  12.6509923705 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide5  12.7995128441 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide5  11.9345086171 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide5  12.3022977953 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide6  10.7060509084 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide6  10.8960799204 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide6  11.0008960178 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide6  11.5342777208 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide6  11.0232256801 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide6  11.6645669717 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide7  11.4652947979 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide7  11.6488990614 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide7  11.7344964682 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide7  11.6173436095 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide7  11.6875784027 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide7  11.2542698343 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide8  10.4203632898 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide8  10.5621181065 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide8  10.4708276298 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide8  11.3163817193 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide8  10.3545119422 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide8  10.8517863086 TRT3.3 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide9  10.5485847681 CTL.3 CTL
2 SimulatedProtein206 SimulatedProtein206.Peptide9  9.9916834763 TRT1.3 TRT1
2 SimulatedProtein206 SimulatedProtein206.Peptide9  9.95826334047 TRT2.3 TRT2
2 SimulatedProtein206 SimulatedProtein206.Peptide9  10.6717801734 TRT3.1 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide9  10.5036032928 TRT3.2 TRT3
2 SimulatedProtein206 SimulatedProtein206.Peptide9  10.4691820459 TRT3.3 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide1  10.2738514567 CTL.3 CTL
2 SimulatedProtein207 SimulatedProtein207.Peptide1  10.041407023 TRT1.3 TRT1
2 SimulatedProtein207 SimulatedProtein207.Peptide1  10.1602596089 TRT2.3 TRT2
2 SimulatedProtein207 SimulatedProtein207.Peptide1  10.23966724039 TRT3.1 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide1  10.487643737 TRT3.2 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide1  10.3526771046 TRT3.3 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide2  7.87831388664 CTL.3 CTL
2 SimulatedProtein207 SimulatedProtein207.Peptide2  7.73938174474 TRT1.3 TRT1
2 SimulatedProtein207 SimulatedProtein207.Peptide2  8.51107089786 TRT2.3 TRT2
2 SimulatedProtein207 SimulatedProtein207.Peptide2  8.54434147519 TRT3.1 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide2  7.78069692942 TRT3.2 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide2  7.97681192756 TRT3.3 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide3  11.1804616527 CTL.3 CTL
2 SimulatedProtein207 SimulatedProtein207.Peptide3  10.6996788463 TRT1.3 TRT1
2 SimulatedProtein207 SimulatedProtein207.Peptide3  11.454067936 TRT2.3 TRT2
2 SimulatedProtein207 SimulatedProtein207.Peptide3  11.1909845754 TRT3.1 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide3  11.0154743639 TRT3.2 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide3  10.9468869056 TRT3.3 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide4  14.1632619747 CTL.3 CTL
2 SimulatedProtein207 SimulatedProtein207.Peptide4  14.0529245886 TRT1.3 TRT1
2 SimulatedProtein207 SimulatedProtein207.Peptide4  14.0166719379 TRT2.3 TRT2
2 SimulatedProtein207 SimulatedProtein207.Peptide4  14.4858160517 TRT3.1 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide4  14.2687893997 TRT3.2 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide4  13.7117562459 TRT3.3 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide5  7.02925572862 CTL.3 CTL
2 SimulatedProtein207 SimulatedProtein207.Peptide5  7.27058135713 TRT1.3 TRT1
2 SimulatedProtein207 SimulatedProtein207.Peptide5  7.58607243667 TRT2.3 TRT2
2 SimulatedProtein207 SimulatedProtein207.Peptide5  8.04079157317 TRT3.1 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide5  7.02142948195 TRT3.2 TRT3
2 SimulatedProtein207 SimulatedProtein207.Peptide5  6.76210731636 TRT3.3 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide1  8.14525245448 CTL.3 CTL
2 SimulatedProtein208 SimulatedProtein208.Peptide1  8.06746421067 TRT1.3 TRT1
2 SimulatedProtein208 SimulatedProtein208.Peptide1  8.71988355498 TRT2.3 TRT2
2 SimulatedProtein208 SimulatedProtein208.Peptide1  7.8784617648 TRT3.1 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide1  7.99850237543 TRT3.2 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide1  7.67745670662 TRT3.3 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide2  8.48868230128 CTL.3 CTL
2 SimulatedProtein208 SimulatedProtein208.Peptide2  8.55531508685 TRT1.3 TRT1
2 SimulatedProtein208 SimulatedProtein208.Peptide2  8.99688406593 TRT2.3 TRT2
2 SimulatedProtein208 SimulatedProtein208.Peptide2  8.57098447921 TRT3.1 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide2  8.41174153166 TRT3.2 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide2  9.0689563528 TRT3.3 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide3  9.84575613759 CTL.3 CTL
2 SimulatedProtein208 SimulatedProtein208.Peptide3  10.1135902709 TRT1.3 TRT1
2 SimulatedProtein208 SimulatedProtein208.Peptide3  9.92271473028 TRT2.3 TRT2
2 SimulatedProtein208 SimulatedProtein208.Peptide3  10.13409464674 TRT3.1 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide3  9.96116567755 TRT3.2 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide3  9.75861417652 TRT3.3 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide4  15.0844221137 CTL.3 CTL
2 SimulatedProtein208 SimulatedProtein208.Peptide4  15.239768106 TRT1.3 TRT1
2 SimulatedProtein208 SimulatedProtein208.Peptide4  15.2422430046 TRT2.3 TRT2
2 SimulatedProtein208 SimulatedProtein208.Peptide4  15.4225121746 TRT3.1 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide4  14.9544322863 TRT3.2 TRT3
2 SimulatedProtein208 SimulatedProtein208.Peptide4  15.3841678833 TRT3.3 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide1  8.65730348512 CTL.3 CTL
2 SimulatedProtein209 SimulatedProtein209.Peptide1  9.58090154248 TRT1.3 TRT1
2 SimulatedProtein209 SimulatedProtein209.Peptide1  8.60389458982 TRT2.3 TRT2
2 SimulatedProtein209 SimulatedProtein209.Peptide1  8.3992445517 TRT3.1 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide1  8.85846486277 TRT3.2 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide1  8.99133025998 TRT3.3 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide2  10.672801644 CTL.3 CTL
2 SimulatedProtein209 SimulatedProtein209.Peptide2  11.2304253723 TRT1.3 TRT1
2 SimulatedProtein209 SimulatedProtein209.Peptide2  10.5421352465 TRT2.3 TRT2
2 SimulatedProtein209 SimulatedProtein209.Peptide2  10.3242888489 TRT3.1 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide2  10.075652602 TRT3.2 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide2  10.4102887475 TRT3.3 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide3  14.2393459972 CTL.3 CTL
2 SimulatedProtein209 SimulatedProtein209.Peptide3  15.5408249369 TRT1.3 TRT1
2 SimulatedProtein209 SimulatedProtein209.Peptide3  14.2704506698 TRT2.3 TRT2
2 SimulatedProtein209 SimulatedProtein209.Peptide3  14.6174850851 TRT3.1 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide3  14.4109217169 TRT3.2 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide3  14.4527396608 TRT3.3 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide4  7.30929985343 CTL.3 CTL
2 SimulatedProtein209 SimulatedProtein209.Peptide4  9.4354285619 TRT1.3 TRT1
2 SimulatedProtein209 SimulatedProtein209.Peptide4  8.27868799724 TRT2.3 TRT2
2 SimulatedProtein209 SimulatedProtein209.Peptide4  8.63029591271 TRT3.1 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide4  8.56233024606 TRT3.2 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide4  7.90322843053 TRT3.3 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide5  10.6816153135 CTL.3 CTL
2 SimulatedProtein209 SimulatedProtein209.Peptide5  10.7950009151 TRT1.3 TRT1
2 SimulatedProtein209 SimulatedProtein209.Peptide5  10.2641285207 TRT2.3 TRT2
2 SimulatedProtein209 SimulatedProtein209.Peptide5  10.7993913272 TRT3.1 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide5  10.3002243191 TRT3.2 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide5  10.1884086964 TRT3.3 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide6  16.6100908473 CTL.3 CTL
2 SimulatedProtein209 SimulatedProtein209.Peptide6  17.2340234804 TRT1.3 TRT1
2 SimulatedProtein209 SimulatedProtein209.Peptide6  16.6485850559 TRT2.3 TRT2
2 SimulatedProtein209 SimulatedProtein209.Peptide6  17.339432246 TRT3.1 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide6  17.0673919779 TRT3.2 TRT3
2 SimulatedProtein209 SimulatedProtein209.Peptide6  16.6851127597 TRT3.3 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide1  11.8923645736 CTL.3 CTL
2 SimulatedProtein210 SimulatedProtein210.Peptide1  11.6004581506 TRT1.3 TRT1
2 SimulatedProtein210 SimulatedProtein210.Peptide1  11.9362675817 TRT2.3 TRT2
2 SimulatedProtein210 SimulatedProtein210.Peptide1  12.0708161837 TRT3.1 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide1  11.7400005982 TRT3.2 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide1  11.8020246943 TRT3.3 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide2  13.3189287118 CTL.3 CTL
2 SimulatedProtein210 SimulatedProtein210.Peptide2  13.5470287969 TRT1.3 TRT1
2 SimulatedProtein210 SimulatedProtein210.Peptide2  13.9400595135 TRT2.3 TRT2
2 SimulatedProtein210 SimulatedProtein210.Peptide2  13.8977912164 TRT3.1 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide2  13.4004194536 TRT3.2 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide2  13.2605930395 TRT3.3 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide3  8.66820686216 CTL.3 CTL
2 SimulatedProtein210 SimulatedProtein210.Peptide3  9.0890961048 TRT1.3 TRT1
2 SimulatedProtein210 SimulatedProtein210.Peptide3  9.34486763035 TRT2.3 TRT2
2 SimulatedProtein210 SimulatedProtein210.Peptide3  9.8729987653 TRT3.1 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide3  9.40787611819 TRT3.2 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide3  9.60107261883 TRT3.3 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide4  11.3878400687 CTL.3 CTL
2 SimulatedProtein210 SimulatedProtein210.Peptide4  10.8335215947 TRT1.3 TRT1
2 SimulatedProtein210 SimulatedProtein210.Peptide4  11.2711251454 TRT2.3 TRT2
2 SimulatedProtein210 SimulatedProtein210.Peptide4  11.5066308493 TRT3.1 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide4  11.2843627501 TRT3.2 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide4  11.0224608494 TRT3.3 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide5  5.68112584442 CTL.3 CTL
2 SimulatedProtein210 SimulatedProtein210.Peptide5  5.53182723733 TRT1.3 TRT1
2 SimulatedProtein210 SimulatedProtein210.Peptide5  5.7475464599 TRT2.3 TRT2
2 SimulatedProtein210 SimulatedProtein210.Peptide5  5.82482690707 TRT3.1 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide5  5.549615931 TRT3.2 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide5  5.369189359 TRT3.3 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide6  12.6008696689 CTL.3 CTL
2 SimulatedProtein210 SimulatedProtein210.Peptide6  12.4542707927 TRT1.3 TRT1
2 SimulatedProtein210 SimulatedProtein210.Peptide6  13.0946317964 TRT2.3 TRT2
2 SimulatedProtein210 SimulatedProtein210.Peptide6  12.5345012197 TRT3.1 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide6  12.7129958454 TRT3.2 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide6  12.5334133681 TRT3.3 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide7  10.3220422761 CTL.3 CTL
2 SimulatedProtein210 SimulatedProtein210.Peptide7  10.0514322577 TRT1.3 TRT1
2 SimulatedProtein210 SimulatedProtein210.Peptide7  10.1808311874 TRT2.3 TRT2
2 SimulatedProtein210 SimulatedProtein210.Peptide7  9.99010249869 TRT3.1 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide7  10.1432698522 TRT3.2 TRT3
2 SimulatedProtein210 SimulatedProtein210.Peptide7  10.2534553363 TRT3.3 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide1  9.34390320292 CTL.3 CTL
2 SimulatedProtein211 SimulatedProtein211.Peptide1  8.74988042894 TRT1.3 TRT1
2 SimulatedProtein211 SimulatedProtein211.Peptide1  10.1899444168 TRT2.3 TRT2
2 SimulatedProtein211 SimulatedProtein211.Peptide1  10.01779582527 TRT3.1 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide1  10.583494408 TRT3.2 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide1  10.5758140327 TRT3.3 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide2  10.0068929364 CTL.3 CTL
2 SimulatedProtein211 SimulatedProtein211.Peptide2  10.4791742506 TRT1.3 TRT1
2 SimulatedProtein211 SimulatedProtein211.Peptide2  10.1694214129 TRT2.3 TRT2
2 SimulatedProtein211 SimulatedProtein211.Peptide2  11.280494023 TRT3.1 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide2  10.6053997649 TRT3.2 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide2  11.4024017683 TRT3.3 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide3  9.01064431069 CTL.3 CTL
2 SimulatedProtein211 SimulatedProtein211.Peptide3  8.58667201146 TRT1.3 TRT1
2 SimulatedProtein211 SimulatedProtein211.Peptide3  8.84796671076 TRT2.3 TRT2
2 SimulatedProtein211 SimulatedProtein211.Peptide3  10.14175435635 TRT3.1 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide3  9.98899561849 TRT3.2 TRT3
2 SimulatedProtein211 SimulatedProtein211.Peptide3  9.97934699601 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide1  7.06689251057 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide1  6.63807957182 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide1  7.00220619278 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide1  7.13509748973 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide1  6.8590184968 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide1  7.409936015 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide2  4.56233008634 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide2  4.61919548246 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide2  5.3216279024 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide2  5.07978722949 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide2  4.76766356385 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide2  4.84931736169 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide3  14.9962782958 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide3  14.4832627789 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide3  14.2710884605 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide3  14.6184758219 TRT3.1 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide3  13.9206089074 TRT3.2 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide3  14.7668504578 TRT3.3 TRT3
2 SimulatedProtein212 SimulatedProtein212.Peptide4  9.71567785053 CTL.3 CTL
2 SimulatedProtein212 SimulatedProtein212.Peptide4  9.20816580284 TRT1.3 TRT1
2 SimulatedProtein212 SimulatedProtein212.Peptide4  9.30806363722 TRT2.3 TRT2
2 SimulatedProtein212 SimulatedProtein212.Peptide4  9.03496155439 TRT3.1 TRT3
